Sale Date,Seller Name,Product Sold,Units,Money Received
2023-01-19,Baby Lo,Pen,40,2289.6
2023-01-23,Emily Brown,Notebook,68,152359.44
2023-03-16,John Doe,Desk,7,373.73
2022-12-07,Emily Brown,Pen,36,2025.0
2023-01-26,Jerry Fren,Notebook,91,2294.11
2022-08-07,Baby Lo,Stapler,90,1966.5
2023-06-08,Michael Johnson,Stapler,40,2550.0
2023-04-08,David Wilson,Desk,9,623.79
2022-10-22,Michael Johnson,Pen,9,489.15
2022-12-21,Baby Lo,Stapler,31,4617.76
2022-08-28,David Wilson,Pen,67,14145.04
2023-01-28,Michael Johnson,Pen,51,1077.12
2022-11-19,Jerry Fren,Pencil,6,155.7
2023-01-01,Don Finn,Desk,55,8031.1
2023-05-20,Baby Lo,Highlighter,67,1723.24
2023-04-10,Don Finn,Stapler,27,3338.01
2023-04-11,Michael Johnson,Pencil,86,2501.74
2023-05-10,John Doe,Highlighter,80,131816.8
2022-07-08,Michael Johnson,Pencil,64,15369.6
2022-08-06,Emily Brown,Pen,95,151383.45
2022-11-11,John Doe,Pen,92,5045.28
2023-02-14,John Doe,Notebook,4,852.76
2023-03-29,Emily Brown,Stapler,78,11378.64
2023-02-19,David Wilson,Highlighter,75,2089.5
2022-10-20,Emily Brown,Pencil,40,5919.2
2022-07-31,Jane Smith,Pen,59,11897.35
2022-12-30,Jane Smith,Notebook,9,1242.72
2023-05-30,Emily Brown,Pencil,14,31539.62
2022-11-08,David Wilson,Pencil,8,19567.36
2022-12-29,John Doe,Pencil,85,135728.0
2023-02-28,Baby Lo,Pencil,91,194224.94
2023-03-14,Jerry Fren,Notebook,65,714.35
2023-04-29,Baby Lo,Stapler,97,23696.13
2023-03-14,Jerry Fren,Stapler,50,139638.5
2022-09-15,Jane Smith,Stapler,28,347.48
2022-07-27,David Wilson,Pen,21,35394.03
2022-07-01,Jerry Fren,Notebook,48,11661.6
2022-08-10,Jerry Fren,Pen,1,11.23
2023-04-15,Emily Brown,Highlighter,44,10456.6
2023-03-27,Jane Smith,Notebook,3,37.2
2023-02-18,Jerry Fren,Pen,32,326.72
2023-04-03,Emily Brown,Pen,94,969.14
2022-11-01,John Doe,Desk,70,4832.8
2023-04-03,Baby Lo,Pencil,7,889.77
2023-01-19,David Wilson,Pen,74,3832.46
2022-07-30,Emily Brown,Pencil,45,2928.15
2022-09-15,John Doe,Stapler,14,1917.86
2022-06-26,Jerry Fren,Pencil,49,551.74
2023-01-30,Don Finn,Pen,25,271.75
2023-02-27,John Doe,Pen,61,98909.06
2022-11-05,Michael Johnson,Pencil,67,4205.59
2023-06-06,David Wilson,Notebook,97,11864.07
2023-01-05,Don Finn,Stapler,38,987.24
2022-12-05,Don Finn,Pen,88,162257.04
2022-11-07,Jane Smith,Notebook,28,357.0
2023-05-09,Jerry Fren,Pen,12,657.72
2022-11-30,David Wilson,Stapler,2,25.32
2023-05-19,Jane Smith,Stapler,47,2651.27
2023-04-03,Don Finn,Stapler,72,17949.6
2023-02-03,Jane Smith,Desk,2,279.82
2023-02-13,David Wilson,Highlighter,25,312.5
2023-06-18,Jerry Fren,Pen,73,9628.7
2022-12-01,Emily Brown,Desk,98,2191.28
2022-10-21,Emily Brown,Desk,47,76787.66
2023-03-01,David Wilson,Desk,70,4789.4
2023-06-20,Jerry Fren,Desk,4,565.76
2023-03-18,John Doe,Highlighter,58,752.84
2023-01-27,Michael Johnson,Desk,94,987.94
2022-12-18,Jane Smith,Desk,16,35990.72
2022-11-13,Jane Smith,Highlighter,85,12162.65
2022-11-20,John Doe,Desk,79,172873.33
2023-03-22,Jane Smith,Highlighter,40,508.4
2022-12-15,Jane Smith,Highlighter,82,239699.94
2022-07-07,Don Finn,Desk,63,3529.26
2022-07-30,Michael Johnson,Pencil,25,3608.25
2022-08-07,Emily Brown,Stapler,2,103.4
2023-02-13,David Wilson,Notebook,35,1839.95
2023-02-27,John Doe,Stapler,47,6913.23
2023-01-05,Michael Johnson,Pen,60,105655.8
2023-01-05,Michael Johnson,Highlighter,4,6002.12
2022-11-27,Don Finn,Notebook,13,25776.66
2022-09-29,Don Finn,Pencil,53,2720.49
2023-06-14,Jerry Fren,Desk,46,3022.66
2022-08-08,Baby Lo,Pencil,98,2751.84
2022-12-10,Jerry Fren,Desk,30,81152.4
2023-03-22,Don Finn,Pen,86,1038.88
2022-09-10,Michael Johnson,Pencil,76,1544.32
2022-08-18,Jerry Fren,Stapler,80,4252.0
2023-04-29,David Wilson,Desk,8,1734.24
2023-02-25,John Doe,Notebook,5,1220.9
2023-04-14,Don Finn,Pen,66,4400.22
2023-03-29,Baby Lo,Stapler,34,80895.52
2022-06-26,Jane Smith,Stapler,29,6429.88
2022-10-04,Don Finn,Pen,61,163305.54
2022-08-13,David Wilson,Desk,73,182219.68
2022-10-20,Baby Lo,Notebook,16,47648.48
2023-02-05,John Doe,Pen,91,2419.69
2023-05-05,Emily Brown,Highlighter,82,2007.36
2023-06-11,Michael Johnson,Notebook,79,807.38
2023-03-27,Don Finn,Notebook,56,8349.6
2023-04-20,Jane Smith,Pen,11,130.46
2023-01-01,Michael Johnson,Desk,18,2377.98
2022-07-01,Michael Johnson,Notebook,81,936.36
2022-10-11,Michael Johnson,Stapler,69,16160.49
2022-07-15,David Wilson,Desk,41,1147.18
2023-05-19,Emily Brown,Pen,63,718.2
2022-06-21,Jerry Fren,Notebook,77,16458.75
2023-05-06,John Doe,Desk,24,3241.92
2023-01-11,Don Finn,Pencil,71,10422.09
2023-05-18,Jane Smith,Pencil,44,6489.12
2022-10-18,Baby Lo,Desk,12,766.8
2022-08-18,John Doe,Pencil,22,50720.78
2022-11-09,Jane Smith,Notebook,11,2273.37
2022-11-11,Jane Smith,Pencil,45,6056.1
2022-12-12,Baby Lo,Pen,89,18572.52
2023-03-03,Baby Lo,Stapler,87,4662.33
2022-07-31,Jerry Fren,Pencil,96,1152.0
2022-11-09,Michael Johnson,Notebook,20,32331.0
2023-01-16,David Wilson,Stapler,30,6381.9
2022-12-28,Don Finn,Stapler,27,3976.83
2022-08-20,Baby Lo,Pencil,21,1092.42
2022-07-19,David Wilson,Desk,78,17461.08
2023-03-23,Baby Lo,Highlighter,43,485.04
2022-06-29,Emily Brown,Pencil,37,4728.6
2023-05-30,Baby Lo,Pencil,56,696.08
2022-07-03,Jane Smith,Pen,56,1398.88
2023-03-20,Jerry Fren,Stapler,99,994.95
2023-01-15,Michael Johnson,Stapler,25,718.0
2023-04-14,John Doe,Notebook,81,18470.43
2023-01-26,David Wilson,Pen,11,1634.05
2022-12-02,Michael Johnson,Pencil,10,120.5
2023-02-14,John Doe,Pen,67,737.67
2023-01-04,Jerry Fren,Pen,21,271.53
2022-09-26,Emily Brown,Desk,94,11931.42
2023-06-18,Jane Smith,Stapler,33,7747.08
2022-11-19,Emily Brown,Stapler,13,20804.29
2022-12-23,John Doe,Pen,87,1844.4
2023-06-20,Jane Smith,Notebook,9,251.01
2022-10-14,Emily Brown,Pencil,38,8435.24
2023-03-29,David Wilson,Desk,58,8275.44
2022-07-25,Jerry Fren,Pencil,43,8950.45
2023-01-29,Michael Johnson,Stapler,9,1328.31
2022-12-05,David Wilson,Highlighter,41,489.54
2022-07-23,Jane Smith,Highlighter,9,2039.04
2022-07-19,Don Finn,Notebook,61,733.22
2023-05-05,Jane Smith,Notebook,56,594.72
2022-12-02,Don Finn,Pencil,25,5157.25
2022-11-21,Michael Johnson,Stapler,91,2510.69
2022-11-27,Jane Smith,Desk,63,7611.66
2022-12-17,Jane Smith,Pen,71,9820.72
2022-10-26,Don Finn,Highlighter,88,6130.08
2023-03-23,Emily Brown,Pen,16,3647.04
2023-05-07,Don Finn,Pen,95,1014.6
2023-01-13,Baby Lo,Stapler,51,12648.51
2022-06-30,Michael Johnson,Highlighter,69,8775.42
2023-03-07,Jane Smith,Pen,55,1156.65
2022-10-08,Jerry Fren,Stapler,41,119288.27
2023-03-05,Don Finn,Pen,80,4420.8
2022-09-01,Don Finn,Notebook,27,1749.06
2023-02-06,Baby Lo,Highlighter,18,424.26
2023-06-01,Jane Smith,Notebook,75,1551.75
2022-12-10,John Doe,Pencil,44,131125.72
2022-12-24,Emily Brown,Desk,27,40587.75
2023-05-14,Jerry Fren,Stapler,18,215.82
2022-12-18,Jane Smith,Desk,91,2251.34
2022-09-14,Emily Brown,Highlighter,75,2046.75
2023-05-01,Michael Johnson,Pen,83,10667.16
2022-08-18,David Wilson,Desk,1,206.92
2023-01-18,Jerry Fren,Desk,60,1600.2
2022-11-02,Michael Johnson,Stapler,82,1011.06
2022-08-27,Michael Johnson,Pencil,19,3867.26
2023-03-15,Jerry Fren,Desk,55,569.8
2023-02-19,Michael Johnson,Notebook,29,793.44
2023-03-27,Jerry Fren,Notebook,21,56742.0
2022-08-25,David Wilson,Notebook,77,10472.77
2022-06-28,Jerry Fren,Notebook,44,9663.72
2022-12-06,Don Finn,Desk,8,91.84
2023-05-12,Jerry Fren,Pen,73,4994.66
2022-10-26,Jerry Fren,Pen,40,64496.0
2023-02-09,Jane Smith,Stapler,65,13699.4
2022-12-06,Don Finn,Highlighter,48,5782.56
2023-03-01,John Doe,Desk,53,156302.3
2023-01-23,David Wilson,Notebook,82,887.24
2023-03-31,David Wilson,Stapler,49,86182.67
2022-07-09,David Wilson,Stapler,82,9855.58
2022-06-26,Jerry Fren,Pen,43,541.37
2022-08-12,David Wilson,Notebook,75,4218.75
2022-09-13,Don Finn,Highlighter,22,566.72
2022-09-01,Emily Brown,Notebook,13,1903.59
2023-04-23,Jerry Fren,Notebook,66,4522.32
2023-02-27,David Wilson,Pencil,13,796.77
2022-06-23,Jane Smith,Desk,88,13003.76
2023-02-05,John Doe,Stapler,52,562.64
2023-03-20,Baby Lo,Stapler,94,2280.44
2022-11-02,John Doe,Desk,73,9630.89
2023-02-08,Emily Brown,Notebook,30,4129.8
2022-11-11,John Doe,Notebook,61,761.89
2023-03-12,Emily Brown,Pencil,31,710.52
2023-01-15,Jerry Fren,Stapler,86,17795.98
2023-05-01,Michael Johnson,Desk,84,2445.24
2023-04-28,John Doe,Highlighter,88,12721.28
2022-11-27,David Wilson,Pencil,41,5095.48
2023-05-17,Jerry Fren,Highlighter,44,5996.76
2023-02-16,Jane Smith,Highlighter,67,8226.93
2023-06-19,Jane Smith,Highlighter,7,76.86
2022-06-23,Don Finn,Notebook,41,1044.68
2023-02-12,Jane Smith,Pencil,46,136768.12
2022-06-20,Don Finn,Pen,78,882.18
2022-11-21,Don Finn,Pen,21,2810.01
2022-09-18,Emily Brown,Pencil,97,22535.04
2022-10-14,David Wilson,Notebook,51,6764.64
2022-09-10,Emily Brown,Pencil,51,3049.29
2022-07-05,Michael Johnson,Notebook,23,1591.14
2023-04-20,Emily Brown,Notebook,85,1104.15
2022-10-08,David Wilson,Desk,80,183616.0
2023-03-19,Emily Brown,Desk,45,75715.2
2022-10-18,Don Finn,Pen,40,481.6
2022-07-12,John Doe,Notebook,66,773.52
2023-01-27,Michael Johnson,Pen,28,363.44
2023-01-20,Jane Smith,Desk,14,30514.96
2022-08-18,David Wilson,Pencil,65,1533.35
2022-11-28,Don Finn,Pencil,23,64071.56
2022-11-09,Michael Johnson,Desk,76,15715.28
2023-01-15,Don Finn,Notebook,60,687.0
2022-11-02,John Doe,Notebook,74,10502.82
2022-11-29,Michael Johnson,Notebook,64,1369.6
2022-12-26,Jane Smith,Desk,59,3435.57
2022-07-15,John Doe,Desk,3,397.53
2022-07-25,Michael Johnson,Desk,32,932.16
2023-06-04,Michael Johnson,Pen,65,1556.75
2022-10-25,Jane Smith,Highlighter,100,22571.0
2023-03-21,Jane Smith,Highlighter,70,842.1
2023-03-27,Emily Brown,Desk,10,576.4
2022-10-24,Don Finn,Pencil,47,2920.58
2023-02-15,Don Finn,Pencil,39,843.18
2022-10-31,Jane Smith,Highlighter,27,42451.56
2022-11-11,Emily Brown,Highlighter,90,228585.6
2022-12-15,David Wilson,Highlighter,33,928.95
2023-04-15,Michael Johnson,Pencil,36,105661.44
2022-08-29,Jerry Fren,Stapler,79,4145.92
2022-07-19,Don Finn,Notebook,58,1369.38
2022-08-18,Baby Lo,Notebook,100,267246.0
2022-08-15,David Wilson,Stapler,55,6704.5
2022-12-28,Baby Lo,Pen,7,1742.51
2022-08-28,David Wilson,Pencil,14,866.18
2023-05-18,Jane Smith,Notebook,37,1970.99
2023-02-24,Don Finn,Desk,38,7679.8
2022-10-17,Jane Smith,Notebook,91,20715.24
2023-03-04,Don Finn,Desk,51,150243.45
2022-07-03,Emily Brown,Stapler,84,20186.88
2023-01-01,Jerry Fren,Highlighter,20,236.6
2022-08-13,David Wilson,Notebook,73,1915.52
2022-12-28,Michael Johnson,Highlighter,28,1410.08
2022-08-03,Emily Brown,Pen,92,13018.92
2023-04-27,Jerry Fren,Notebook,70,195288.8
2023-01-11,Michael Johnson,Notebook,73,16910.45
2022-08-26,Jerry Fren,Notebook,90,186447.6
2023-05-26,David Wilson,Notebook,92,1144.48
2023-02-11,Don Finn,Highlighter,31,671.15
2022-11-17,Emily Brown,Pencil,40,996.8
2023-04-12,Baby Lo,Notebook,2,107.86
2023-02-06,Michael Johnson,Desk,69,1891.29
2023-05-23,David Wilson,Pencil,28,306.04
2022-09-16,Jane Smith,Notebook,81,2293.92
2022-08-22,Jerry Fren,Desk,57,7832.94
2022-11-02,Don Finn,Pen,36,8494.92
2023-05-02,Michael Johnson,Highlighter,66,1606.44
2023-05-18,Emily Brown,Pencil,45,5715.45
2022-08-31,Emily Brown,Pencil,45,105557.4
2023-02-20,John Doe,Pencil,8,1939.12
2023-02-06,Don Finn,Desk,5,12429.65
2023-03-10,John Doe,Desk,78,9943.44
2022-07-08,Michael Johnson,Stapler,100,1004.0
2023-04-03,Jerry Fren,Highlighter,1,2422.46
2022-12-12,Baby Lo,Highlighter,39,506.22
2023-03-26,Michael Johnson,Stapler,99,2176.02
2023-01-20,John Doe,Pen,2,282.02
2023-03-02,Don Finn,Stapler,81,11543.31
2022-11-02,John Doe,Notebook,21,271.11
2023-02-18,Emily Brown,Pencil,8,236.08
2023-05-03,Don Finn,Stapler,87,5099.07
2022-08-12,John Doe,Highlighter,64,146925.44
2023-05-23,Michael Johnson,Notebook,89,972.77
2022-09-17,Emily Brown,Highlighter,97,2591.84
2022-12-11,John Doe,Desk,46,2721.82
2023-03-23,David Wilson,Pen,57,13027.35
2022-12-10,Emily Brown,Desk,5,59.95
2022-07-25,Don Finn,Stapler,67,13538.02
2023-05-14,Don Finn,Pencil,52,3023.28
2023-04-24,Baby Lo,Highlighter,25,3382.5
2022-07-25,Emily Brown,Stapler,24,281.28
2022-11-20,Don Finn,Pencil,100,2308.0
2022-12-13,Jane Smith,Pencil,73,152016.66
2023-02-15,Emily Brown,Notebook,52,11587.68
2022-12-07,David Wilson,Stapler,9,91.71
2023-01-14,Don Finn,Desk,20,2445.2
2022-12-16,Jane Smith,Notebook,70,848.4
2022-11-14,Baby Lo,Highlighter,13,20625.41
2022-07-28,Michael Johnson,Desk,64,15495.68
2022-10-24,Emily Brown,Pencil,97,19701.67
2022-06-29,Don Finn,Desk,57,8447.4
2023-05-10,Jerry Fren,Desk,34,4277.88
2023-01-09,David Wilson,Notebook,44,2809.84
2022-12-17,John Doe,Pencil,23,48955.5
2023-01-12,Baby Lo,Stapler,56,698.88
2023-05-18,John Doe,Stapler,34,77702.24
2022-08-03,Jerry Fren,Pencil,85,12582.55
2022-07-10,Jane Smith,Stapler,55,642.95
2023-02-11,Don Finn,Pen,25,3433.75
2023-06-15,Michael Johnson,Desk,38,82957.04
2022-07-30,Michael Johnson,Desk,86,4900.28
2022-08-19,Don Finn,Highlighter,37,977.17
2022-06-27,Baby Lo,Notebook,68,1868.64
2023-05-04,David Wilson,Notebook,49,10638.88
2022-09-20,Don Finn,Highlighter,27,5490.72
2023-03-22,Don Finn,Desk,94,18862.04
2022-06-21,Emily Brown,Stapler,21,500.43
2022-11-27,Emily Brown,Desk,69,692.07
2022-06-28,John Doe,Desk,50,109958.0
2022-09-24,Michael Johnson,Desk,27,43758.9
2023-01-01,Michael Johnson,Desk,23,2917.78
2023-04-03,Jane Smith,Notebook,92,946.68
2023-03-06,Jane Smith,Pencil,20,1359.6
2023-01-14,Jerry Fren,Pen,89,19183.95
2023-05-16,Jerry Fren,Desk,64,1437.44
2022-09-13,Baby Lo,Notebook,53,3475.21
2023-02-02,Jerry Fren,Notebook,39,1137.24
2022-06-21,Jane Smith,Pen,91,918.19
2022-08-19,David Wilson,Pencil,27,721.44
2022-11-17,Emily Brown,Desk,24,1674.24
2022-07-15,David Wilson,Desk,59,672.6
2023-05-13,John Doe,Desk,32,7491.2
2023-05-09,Jerry Fren,Highlighter,70,1582.7
2022-10-22,Jane Smith,Pen,9,2235.78
2023-04-19,Emily Brown,Desk,70,3903.2
2023-01-25,Michael Johnson,Notebook,94,5917.3
2023-05-27,Emily Brown,Pencil,39,406.77
2023-03-24,Jane Smith,Stapler,48,969.12
2022-06-23,Baby Lo,Pen,5,58.25
2022-12-17,David Wilson,Pencil,17,41512.47
2022-09-24,Emily Brown,Pen,77,2093.63
2022-11-20,Emily Brown,Stapler,24,61022.88
2023-03-22,Emily Brown,Pen,76,2015.52
2023-03-06,David Wilson,Notebook,13,138.19
2022-11-14,Jane Smith,Notebook,41,9553.82
2022-07-08,David Wilson,Stapler,80,936.8
2022-07-16,Michael Johnson,Notebook,45,474.3
2023-03-29,Don Finn,Notebook,96,11820.48
2023-04-18,Don Finn,Stapler,51,569.67
2023-05-20,Emily Brown,Notebook,96,255194.88
2023-05-23,Don Finn,Pencil,40,490.0
2022-12-10,Emily Brown,Pencil,47,1146.33
2022-09-27,Jane Smith,Notebook,97,235941.83
2022-07-22,John Doe,Pencil,100,245575.0
2022-11-27,David Wilson,Desk,94,964.44
2023-06-14,Jane Smith,Desk,39,75261.03
2022-07-24,Jerry Fren,Highlighter,77,162156.61
2022-09-03,Emily Brown,Desk,7,479.78
2022-09-29,Michael Johnson,Pen,78,789.36
2022-10-21,John Doe,Desk,65,774.8
2022-09-16,John Doe,Pen,37,411.44
2022-11-01,Michael Johnson,Highlighter,2,258.58
2023-01-11,Michael Johnson,Highlighter,15,1906.65
2023-02-22,John Doe,Highlighter,25,6167.5
2023-04-09,Jane Smith,Pen,54,12119.76
2022-08-31,Jane Smith,Highlighter,41,874.53
2023-05-21,David Wilson,Stapler,73,1684.84
2022-11-16,John Doe,Stapler,65,136037.2
2023-04-23,John Doe,Stapler,53,12893.84
2023-04-23,David Wilson,Highlighter,36,84247.56
2023-02-01,Jane Smith,Pencil,23,2832.91
2023-05-05,Jerry Fren,Pencil,7,1618.54
2023-01-17,Jane Smith,Highlighter,45,6718.05
2023-01-13,John Doe,Stapler,6,1344.18
2023-03-18,Michael Johnson,Stapler,52,2748.72
2022-10-25,Don Finn,Desk,12,26049.84
2022-10-13,Jerry Fren,Notebook,12,831.48
2022-07-17,Jane Smith,Notebook,93,1205.28
2023-04-16,Michael Johnson,Highlighter,22,278.74
2022-11-23,Don Finn,Pencil,1,203.23
2023-03-02,David Wilson,Notebook,22,284.02
2023-04-01,John Doe,Pencil,93,21533.22
2022-07-13,Don Finn,Desk,19,1217.52
2023-02-03,David Wilson,Desk,67,173689.46
2023-05-22,Don Finn,Highlighter,18,232.74
2023-06-01,Emily Brown,Pen,11,2509.65
2022-07-31,Baby Lo,Highlighter,73,745.33
2023-02-17,Jerry Fren,Notebook,63,3328.29
2022-06-22,Jerry Fren,Pen,93,11439.93
2022-12-21,Don Finn,Desk,65,189705.1
2022-10-30,Jerry Fren,Stapler,90,1065.6
2023-05-16,Jane Smith,Pen,94,5158.72
2023-01-21,Don Finn,Pen,46,96521.8
2022-08-06,Jerry Fren,Desk,2,290.86
2022-10-18,Michael Johnson,Pencil,49,10323.32
2023-04-08,Jane Smith,Pencil,23,56795.74
2022-10-25,Don Finn,Pen,83,908.85
2022-06-28,Baby Lo,Highlighter,56,3388.56
2022-09-30,Michael Johnson,Pencil,58,107876.52
2023-02-02,Jane Smith,Pen,52,6907.68
2023-04-21,Don Finn,Stapler,70,17458.7
2023-04-30,Michael Johnson,Highlighter,95,13782.6
2023-05-08,Don Finn,Desk,16,2362.24
2022-11-22,Emily Brown,Stapler,54,11310.3
2023-01-07,Baby Lo,Notebook,86,2417.46
2023-01-23,Emily Brown,Notebook,31,396.8
2023-02-03,Emily Brown,Pencil,28,3822.56
2023-01-07,David Wilson,Notebook,59,173299.52
2023-01-20,Jane Smith,Stapler,46,2920.08
2023-02-18,Jerry Fren,Desk,39,1055.34
2022-07-20,Emily Brown,Stapler,39,4698.33
2022-10-12,David Wilson,Notebook,1,144.67
2022-08-22,Jerry Fren,Pencil,78,4686.24
2023-03-01,John Doe,Notebook,48,5770.56
2022-11-23,David Wilson,Pen,41,5588.3
2022-08-01,Don Finn,Highlighter,35,4888.8
2023-01-13,David Wilson,Pencil,74,10702.62
2022-08-13,John Doe,Pencil,18,2616.66
2023-02-26,Jane Smith,Stapler,1,2750.77
2022-11-13,John Doe,Notebook,58,3509.0
2022-07-19,Emily Brown,Pen,69,140363.94
2023-02-24,David Wilson,Notebook,19,225.15
2023-06-07,Don Finn,Highlighter,94,13270.92
2023-04-30,Emily Brown,Pen,65,15096.25
2023-06-01,Baby Lo,Pen,56,13941.76
2023-04-05,Don Finn,Pencil,24,607.68
2023-05-20,Michael Johnson,Pencil,2,131.14
2023-02-28,John Doe,Highlighter,56,596.4
2023-06-03,David Wilson,Pen,53,7085.04
2023-02-04,Don Finn,Highlighter,92,1959.6
2022-12-04,Michael Johnson,Notebook,95,2204.0
2022-06-20,Michael Johnson,Notebook,41,995.07
2023-06-08,John Doe,Notebook,8,90.96
2023-04-09,Don Finn,Pencil,2,115.52
2022-07-16,David Wilson,Stapler,77,919.38
2023-06-07,Michael Johnson,Pencil,3,81.09
2022-09-05,Don Finn,Highlighter,96,2455.68
2022-09-06,Emily Brown,Stapler,52,2770.04
2022-12-07,Don Finn,Pencil,84,216801.48
2023-03-29,Michael Johnson,Pen,53,3694.1
2022-10-24,Emily Brown,Highlighter,12,1601.52
2022-09-02,Jerry Fren,Pen,29,1889.64
2023-06-15,Baby Lo,Pen,50,7402.0
2023-05-16,David Wilson,Highlighter,46,87467.62
2022-09-17,Baby Lo,Highlighter,59,12124.5
2023-01-05,John Doe,Pen,36,8740.44
2023-04-05,Jerry Fren,Pencil,30,340.8
2022-12-06,Michael Johnson,Highlighter,22,464.86
2023-04-05,David Wilson,Highlighter,100,14410.0
2022-10-26,John Doe,Notebook,80,4205.6
2023-05-22,Emily Brown,Pen,52,6828.12
2022-07-09,Jerry Fren,Stapler,21,1216.95
2022-10-25,Baby Lo,Highlighter,25,285.5
2022-12-30,Michael Johnson,Highlighter,12,2438.28
2023-03-08,Michael Johnson,Highlighter,22,1232.0
2022-08-06,Jane Smith,Stapler,27,775.17
2022-09-02,David Wilson,Stapler,25,3047.25
2023-03-29,Emily Brown,Stapler,65,1857.7
2023-03-17,John Doe,Stapler,9,1085.13
2022-11-23,Emily Brown,Stapler,22,2809.62
2023-06-02,Don Finn,Pencil,38,2515.22
2022-08-20,Don Finn,Pen,66,1795.2
2022-09-01,Emily Brown,Desk,50,109704.5
2023-06-19,Don Finn,Stapler,93,11435.28
2023-04-22,Jerry Fren,Stapler,34,817.36
2023-06-13,Michael Johnson,Highlighter,100,14105.0
2022-12-08,Emily Brown,Pen,18,459.72
2022-09-03,Jerry Fren,Notebook,31,387.81
2022-09-15,John Doe,Notebook,14,167.72
2022-12-25,Don Finn,Pencil,27,1597.86
2022-06-28,Emily Brown,Stapler,70,710.5
2022-09-29,Michael Johnson,Desk,85,20896.4
2023-02-15,Jerry Fren,Pencil,28,4154.08
2022-11-07,Jane Smith,Highlighter,36,56642.04
2023-03-30,Don Finn,Pencil,48,11077.44
2023-02-06,Jane Smith,Notebook,78,10103.34
2023-01-19,John Doe,Pencil,70,9931.6
2023-06-10,Don Finn,Pen,21,5138.7
2023-02-09,Baby Lo,Stapler,28,60313.12
2023-06-18,John Doe,Desk,73,15566.52
2022-08-28,Michael Johnson,Notebook,59,8648.81
2023-06-03,Michael Johnson,Pencil,52,605.28
2022-09-20,Jane Smith,Desk,18,44834.04
2022-12-23,David Wilson,Pencil,18,934.2
2023-06-01,Don Finn,Notebook,100,5743.0
2022-12-13,Baby Lo,Highlighter,95,12254.05
2022-12-20,Jane Smith,Notebook,95,1013.65
2022-09-23,Emily Brown,Highlighter,82,239401.46
2022-09-22,Michael Johnson,Desk,12,294.84
2022-09-13,David Wilson,Pencil,54,11167.74
2023-04-08,David Wilson,Notebook,45,68252.4
2022-11-25,Michael Johnson,Desk,67,9536.78
2022-07-01,Emily Brown,Stapler,1,200.2
2023-03-25,Emily Brown,Desk,25,269.5
2022-10-27,Jerry Fren,Desk,72,16111.44
2023-04-14,Jane Smith,Notebook,82,12072.86
2023-02-20,Jane Smith,Stapler,67,828.79
2022-12-27,David Wilson,Stapler,64,152339.2
2023-01-12,Emily Brown,Notebook,89,1151.66
2022-10-28,Baby Lo,Notebook,50,2577.0
2023-01-31,Don Finn,Notebook,8,214.72
2022-12-07,Baby Lo,Desk,61,4025.39
2022-11-14,Jane Smith,Highlighter,9,244.98
2023-03-13,Jerry Fren,Desk,72,1820.16
2022-12-19,Don Finn,Stapler,63,3734.01
2023-04-19,David Wilson,Notebook,7,1411.2
2022-07-13,John Doe,Desk,65,157126.45
2022-09-18,David Wilson,Desk,24,253.44
2022-07-06,Jerry Fren,Highlighter,24,1533.12
2023-05-12,David Wilson,Notebook,15,882.0
2023-05-03,John Doe,Pen,7,163.17
2022-09-17,David Wilson,Stapler,90,19134.0
2023-06-14,David Wilson,Notebook,6,398.1
2022-08-16,John Doe,Pen,74,183454.88
2022-10-14,Baby Lo,Notebook,27,1854.36
2022-10-03,Baby Lo,Pencil,14,1723.54
2023-02-03,David Wilson,Highlighter,83,1043.31
2023-03-27,David Wilson,Stapler,42,420.84
2023-04-26,Michael Johnson,Desk,33,1681.68
2023-04-11,Michael Johnson,Desk,44,1007.16
2023-01-30,Jerry Fren,Desk,50,513.5
2022-11-14,Don Finn,Desk,5,335.65
2023-02-07,Baby Lo,Desk,64,1780.48
2023-02-23,Baby Lo,Desk,58,13976.84
2023-04-13,David Wilson,Highlighter,3,381.48
2022-11-17,Emily Brown,Pen,78,10795.2
2023-01-12,Jerry Fren,Stapler,42,10081.68
2023-01-11,Emily Brown,Desk,50,109208.0
2022-11-29,Jane Smith,Pencil,24,1329.36
2023-03-18,John Doe,Pen,33,1931.16
2022-09-20,Jane Smith,Desk,97,2790.69
2022-09-20,Baby Lo,Pen,81,1016.55
2023-03-28,Michael Johnson,Notebook,87,188840.46
2023-04-15,Emily Brown,Highlighter,80,17191.2
2023-02-24,Jerry Fren,Desk,45,75679.2
2022-07-10,Jerry Fren,Stapler,13,166.53
2023-01-05,David Wilson,Notebook,39,2644.2
2023-04-16,John Doe,Desk,67,1372.83
2023-03-20,Don Finn,Highlighter,68,1481.04
2023-01-02,David Wilson,Pencil,66,1818.96
2023-04-29,Don Finn,Desk,47,549.9
2023-05-27,Jerry Fren,Desk,77,949.41
2023-06-16,Don Finn,Pencil,21,2736.09
2022-09-04,Emily Brown,Notebook,74,3789.54
2022-11-24,Emily Brown,Desk,98,2908.64
2023-01-25,David Wilson,Stapler,61,3491.03
2023-04-14,David Wilson,Pencil,54,1238.22
2023-06-15,Emily Brown,Desk,72,9758.16
2022-09-16,Jerry Fren,Pencil,33,800.58
2022-10-12,Michael Johnson,Highlighter,6,9723.0
2022-12-19,David Wilson,Notebook,53,7841.35
2022-07-02,Jerry Fren,Desk,92,1057.08
